Taxon,Species,Region,Grid,Idgrid,Source
Mammals,Myotis brandtii,EUROMEDIT,50x50,CRS3035RES50000mN2400000E4600000,IUCN_Red_List
Mammals,Myotis brandtii,EUROMEDIT,50x50,CRS3035RES50000mN2400000E4650000,IUCN_Red_List
Mammals,Myotis brandtii,EUROMEDIT,50x50,CRS3035RES50000mN2450000E3900000,IUCN_Red_List
Mammals,Myotis brandtii,EUROMEDIT,50x50,CRS3035RES50000mN2450000E4600000,IUCN_Red_List
Mammals,Myotis brandtii,EUROMEDIT,50x50,CRS3035RES50000mN2450000E4700000,IUCN_Red_List
Mammals,Myotis brandtii,EUROMEDIT,50x50,CRS3035RES50000mN2450000E4650000,IUCN_Red_List
Mammals,Myotis brandtii,EUROMEDIT,50x50,CRS3035RES50000mN2450000E4550000,IUCN_Red_List
Mammals,Myotis brandtii,EUROMEDIT,50x50,CRS3035RES50000mN2500000E4600000,IUCN_Red_List
Mammals,Myotis brandtii,EUROMEDIT,50x50,CRS3035RES50000mN2500000E4650000,IUCN_Red_List
Mammals,Myotis brandtii,EUROMEDIT,50x50,CRS3035RES50000mN2500000E3900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1900000E3350000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1900000E3400000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1900000E3450000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1900000E3300000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1950000E3300000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1950000E3350000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1950000E3400000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1950000E3450000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1950000E3250000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1950000E2950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1950000E3000000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1950000E2900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2000000E2900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2000000E2950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2000000E3000000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1950000E3050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2000000E3050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN1950000E3100000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2000000E3100000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2000000E3250000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2000000E3300000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2000000E3350000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2000000E3400000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2000000E3450000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2000000E3150000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2000000E3200000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2050000E2900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2050000E2950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2050000E3000000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2050000E3050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2050000E3100000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2050000E3150000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2050000E3200000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2050000E3250000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2050000E3300000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2050000E3350000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2050000E3400000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E2900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E2950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E3000000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E3050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E3100000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E3150000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E3200000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E3250000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E3300000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E3350000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E5200000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E3600000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E3650000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E3700000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E5150000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2100000E5400000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E2900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E2950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3000000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3100000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3150000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3200000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3250000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3300000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3600000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3650000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3700000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E5150000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3400000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3550000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3750000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3450000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3350000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E3500000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E5100000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E2900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E2950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3000000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3100000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3150000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3200000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3250000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3300000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3350000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3400000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3450000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3500000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3650000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3700000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2150000E5050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E5050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E5150000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E5000000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E4950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E2900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E2950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E3000000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E3050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E3100000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E3150000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E3200000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E3250000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E3300000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E3350000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E3650000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E3700000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2200000E3750000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E3750000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E4950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E5000000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E4850000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E4900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E2900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E2950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E3000000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E3050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E3100000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E3150000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E3650000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E3700000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E3750000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E3800000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E3800000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E4050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E4050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E4800000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2250000E4800000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E4850000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E4900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E4950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E4100000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E3850000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E4000000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E3900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E3700000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E3750000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E3800000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E3850000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E3900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E3950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E4000000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E3950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E4050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E4100000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E4350000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E4350000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E4400000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E4400000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2300000E4450000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E4450000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E4800000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E4750000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E4300000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E4700000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E3700000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E3750000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E3800000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E3850000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E3900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E3950000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E4000000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E4050000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E4200000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E4200000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2350000E4250000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E4250000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E4300000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E4350000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E4100000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2400000E4700000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2450000E3900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2450000E4700000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2450000E4650000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2500000E3900000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2500000E4650000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2500000E4600000,IUCN_Red_List
Mammals,Microtus arvalis,EUROMEDIT,50x50,CRS3035RES50000mN2500000E4550000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1550000E5400000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1550000E2900000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1550000E5450000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1550000E5500000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1550000E2850000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1600000E2850000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1600000E2900000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1600000E5400000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1600000E5450000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1600000E5500000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1600000E3150000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1600000E3200000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1600000E5350000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1550000E5350000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1600000E2950000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1600000E3000000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1600000E3050000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1600000E3100000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1600000E3250000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E2850000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E2900000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E2950000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E3000000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E3050000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E3100000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E3150000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E3200000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E3250000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E5350000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E5400000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E5450000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E4800000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E4850000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E3300000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E3350000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E5300000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1650000E5500000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E2850000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E2900000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E2950000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E3000000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E3050000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E3100000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E3150000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E3200000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E3250000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E3300000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E3350000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E4800000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E4850000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E5300000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E5350000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E5400000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E5450000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E5500000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E2800000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E5850000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E2700000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E2750000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1700000E5550000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1750000E2700000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1750000E2750000,IUCN_Red_List
Mammals,Mustela nivalis,EUROMEDIT,50x50,CRS3035RES50000mN1750000E2800000,IUCN_Red_List
