Taxon,Species,Trait,Value,Source,Origin
Butterflies,Erebia ligea,HostPlantSpec,1,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,MateLocatingLoc,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,MateLocatingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,MateLocatingLoc,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,MateLocatingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,MateLocatingLoc,shrubs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,MateLocatingLoc,physical_edge_site,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,MateLocatingLoc,light_edge_site,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,OverwinteringStage,1_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,WingIndex,0.020,Middleton-Welling_et_al_2020,mixte
Butterflies,Erebia ligea,WingSpan,41,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,HostPlantSpec,6,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,OverwinteringLoc,ground_surface,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia medusa,WingIndex,0.002,Middleton-Welling_et_al_2020,mixte
Butterflies,Erebia medusa,WingSpan,37.5,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia melas,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia melas,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia melas,HostPlantSpec,1,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia melas,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia melas,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia melas,WingIndex,0.016,Middleton-Welling_et_al_2020,mixte
Butterflies,Erebia melas,WingSpan,45,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,FlyingPeriodPosition,9.5,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,HostPlantSpec,3,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,OverwinteringLoc,tall_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia neoridas,WingIndex,0.002,Middleton-Welling_et_al_2020,mixte
Butterflies,Erebia neoridas,WingSpan,41,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ottomana,BaskingSite,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ottomana,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ottomana,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ottomana,HostPlantSpec,2,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ottomana,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ottomana,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ottomana,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ottomana,WingIndex,-0.006,Middleton-Welling_et_al_2020,mixte
Butterflies,Erebia ottomana,WingSpan,39,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,BaskingSite,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,EggLayingLoc,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,HostPlantSpec,2,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,HostPlantType,biennal,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,OverwinteringLoc,ground_surface,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia zapateri,WingIndex,-0.002,Middleton-Welling_et_al_2020,mixte
Butterflies,Erebia zapateri,WingSpan,38,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis marloyi,FlyingPeriodBreadth,8,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis marloyi,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis marloyi,HostPlantSpec,2,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis marloyi,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis marloyi,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis marloyi,VoltinismMax,3,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis marloyi,WingIndex,-0.035,Middleton-Welling_et_al_2020,mixte
Butterflies,Erynnis marloyi,WingSpan,31,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,BaskingSite,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,BaskingSite,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,HostPlantSpec,3,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,MateLocatingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,MateLocatingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,MateLocatingLoc,physical_edge_site,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,VoltinismMax,2,Middleton-Welling_et_al_2020,observation
Butterflies,Erynnis tages,WingIndex,-0.042,Middleton-Welling_et_al_2020,mixte
Butterflies,Erynnis tages,WingSpan,30,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,BaskingSite,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,EggLayingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,FlyingPeriodBreadth,7,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,FlyingPeriodPosition,5.5,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,HostPlantSpec,8,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,HostPlantType,biennal,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,HostPlantType,woody_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,MateLocatingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,MateLocatingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,MateLocatingLoc,nectar_site,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,MateLocatingLoc,hostplant_site,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,OverwinteringLoc,tall_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,OverwinteringStage,3_pupa,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,VoltinismMax,3,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe ausonia,WingIndex,0.016,Middleton-Welling_et_al_2020,mixte
Butterflies,Euchloe ausonia,WingSpan,44,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,BaskingSite,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,BaskingSite,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,FlyingPeriodPosition,4.5,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,HostPlantSpec,4,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,MateLocatingLoc,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,MateLocatingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,MateLocatingLoc,shrubs,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,MateLocatingLoc,nectar_site,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,MateLocatingLoc,hilltop,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,OverwinteringStage,3_pupa,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,VoltinismMax,2,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe belemia,WingIndex,0.001,Middleton-Welling_et_al_2020,mixte
Butterflies,Euchloe belemia,WingSpan,40,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,FlyingPeriodPosition,5.5,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,HostPlantSpec,1,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,HostPlantType,biennal,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,MateLocatingLoc,rock_cliff,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,MateLocatingLoc,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,MateLocatingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,MateLocatingLoc,physical_edge_site,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,MateLocatingLoc,hilltop,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,OverwinteringLoc,ground_surface,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,OverwinteringStage,3_pupa,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,VoltinismMax,2,Middleton-Welling_et_al_2020,observation
Butterflies,Euchloe penia,WingIndex,-0.021,Middleton-Welling_et_al_2020,mixte
Butterflies,Euchloe penia,WingSpan,34,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,BaskingSite,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,HostPlantSpec,1,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Eumedonia eumedon,WingIndex,-0.037,Middleton-Welling_et_al_2020,mixte
Butterflies,Eumedonia eumedon,WingSpan,27.25,Middleton-Welling_et_al_2020,observation
Butterflies,Euphydryas aurinia,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euphydryas aurinia,BaskingSite,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Euphydryas aurinia,BaskingSite,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euphydryas aurinia,EggLayingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Euphydryas aurinia,EggLayingType,5_large_batch,Middleton-Welling_et_al_2020,observation
Butterflies,Euphydryas aurinia,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020,observation
